three,four,five,NDX
280.85,288.45,284.45,289.15
280.45,287.55,283.45,288.45
279.65,285.75,282.45,287.45
279.05,282.45,281.35,286.85
278.15,280.95,280.75,286.35
278.05,279.55,280.35,285.65
275.45,279.15,279.55,285.15
276.55,278.45,279.15,283.55
273.75,277.75,278.25,283.65
272.35,277.75,278.05,283.95
271.85,277.25,277.85,281.95
273.95,277.85,277.45,281.55
279.45,284.45,277.35,282.55
281.65,288.35,278.15,284.55
282.95,291.15,278.25,285.25
283.95,293.45,278.95,286.85
284.45,294.75,280.45,288.25
285.75,295.45,280.95,290.25
287.55,297.45,282.05,290.85
288.05,297.35,283.45,291.35
288.25,297.15,284.35,291.85
288.35,295.95,284.85,292.25
287.85,294.85,284.45,292.45
285.55,293.75,283.25,292.35
284.85,292.65,282.45,291.75
283.75,291.75,282.15,290.75
282.95,290.85,281.65,289.45
282.35,289.85,280.85,288.75
281.35,287.95,280.65,287.45
279.75,284.65,279.65,286.25
277.15,282.95,278.15,285.15
276.05,281.75,278.35,284.55
275.15,281.15,277.95,283.65
275.85,280.85,277.15,283.25
276.15,280.65,276.25,283.65
276.25,282.95,274.85,283.45
277.95,286.45,277.45,284.25
279.45,288.65,279.75,290.95
280.65,291.35,280.85,292.25
282.45,292.95,281.95,293.35
284.05,294.95,282.85,294.15
285.85,296.45,283.75,295.05
286.75,297.75,284.65,296.15
288.25,298.25,285.75,296.65
288.45,297.95,285.75,296.75
288.05,297.35,285.55,296.55
286.45,295.85,285.45,296.25
285.35,294.25,284.75,295.35
285.15,291.65,284.05,294.55
284.95,291.95,283.55,293.65
283.65,288.45,283.05,292.65
282.65,286.35,282.85,291.55
281.45,284.95,282.15,289.85
279.45,284.15,281.85,288.65
278.35,283.65,281.55,287.85
282.65,284.75,280.85,285.35
281.95,284.15,280.65,284.45
280.65,283.65,279.85,285.35
280.45,283.65,277.65,286.05
280.25,284.25,276.55,286.35
281.05,286.75,277.35,286.85
281.95,288.85,279.75,288.95
283.25,290.95,281.75,291.05
283.45,292.75,283.75,292.75
284.55,294.15,284.05,293.95
284.85,295.95,285.75,294.45
285.45,297.25,287.15,295.25
285.35,297.45,286.75,295.95
283.25,297.45,286.05,296.35
283.95,297.15,285.35,296.75
282.95,296.35,284.75,296.45
282.35,295.45,284.45,295.75
281.85,294.85,283.95,295.15
281.55,294.35,282.95,294.35
281.25,293.95,282.45,293.25
280.85,292.65,282.05,292.35
280.45,291.55,281.45,291.45
279.75,288.35,280.55,290.45
279.35,286.35,279.75,289.45
279.15,285.65,278.55,288.25
279.35,284.75,277.85,285.15
279.15,285.65,277.05,282.95
278.25,286.85,276.35,282.55
279.25,286.15,276.15,281.35
280.15,289.15,277.45,285.05
280.65,291.95,280.35,288.25
281.65,294.35,282.55,291.25
282.65,298.95,284.65,295.55
284.15,301.55,285.65,297.15
284.55,302.85,287.35,298.05
284.65,303.25,288.85,296.15
284.45,303.15,289.95,294.85
284.45,303.15,290.45,293.85
283.45,300.85,290.95,291.85
282.35,298.95,290.85,290.55
281.35,297.55,289.85,288.95
281.35,296.15,288.95,287.15
280.45,294.65,288.25,286.15
279.85,293.55,287.95,285.45
279.55,291.65,287.35,284.95
278.85,290.55,286.75,284.35
277.75,289.65,286.15,283.45
276.35,289.05,283.25,283.15
278.25,288.45,282.05,282.65
277.65,288.15,280.85,280.75
278.25,288.25,281.45,279.75
278.05,287.75,279.75,279.05
278.45,287.65,279.65,278.35
280.45,287.95,280.25,281.15
281.65,288.55,283.05,285.15
282.55,289.25,284.65,286.75
284.15,289.95,286.85,288.35
284.45,289.65,288.85,289.55
284.75,290.25,290.95,290.35
285.15,291.05,292.15,291.25
285.65,291.05,293.35,291.95
285.15,290.55,293.65,292.15
285.95,290.25,293.95,291.95
284.55,289.85,293.35,291.65
283.45,289.25,292.95,290.55
281.85,289.15,290.95,288.55
279.45,288.75,288.15,286.65
277.15,288.55,288.35,284.15
275.85,288.75,289.75,283.55
275.25,288.25,289.05,282.85
275.45,287.75,289.05,282.15
276.95,287.25,287.35,280.85
276.05,286.75,285.85,279.65
276.35,286.55,285.35,279.15
276.35,286.55,284.85,278.35
275.65,286.35,284.15,280.05
277.75,286.35,283.55,279.75
282.05,286.25,283.85,280.65
283.65,286.75,284.95,281.95
284.75,286.95,286.55,282.95
285.95,287.55,287.85,283.85
287.15,288.95,289.25,284.45
288.45,289.75,290.25,285.35
289.55,290.85,290.65,286.45
290.15,290.75,291.35,287.35
290.65,290.15,291.25,287.85
291.25,289.95,290.65,287.95
289.85,289.45,289.35,287.65
288.05,288.65,288.95,286.05
284.55,288.15,287.95,284.75
281.65,287.35,286.55,283.85
280.25,285.25,285.65,283.35
279.15,286.25,284.35,282.95
278.85,284.25,282.45,282.65
280.95,282.75,281.45,282.45
279.25,281.75,281.45,282.45
278.75,281.85,281.45,282.65
277.75,282.15,282.05,281.05
276.45,281.45,281.75,280.55
277.25,281.05,281.25,280.35
278.85,282.25,281.05,279.45
283.35,285.35,280.65,280.05
285.45,287.85,280.85,281.45
288.65,289.45,281.45,280.35
290.25,291.15,282.35,281.35
292.35,292.45,283.55,282.95
294.05,293.75,283.65,284.05
294.85,293.25,282.75,285.75
295.75,294.45,281.55,288.45
295.35,293.95,281.35,290.65
295.65,293.05,280.35,290.95
294.75,292.65,279.95,290.85
293.85,291.45,279.75,290.15
292.85,290.55,279.55,289.05
291.55,288.55,279.15,287.85
291.45,286.15,278.75,287.55
290.15,286.35,277.85,287.55
289.75,287.75,278.55,285.85
288.55,285.85,278.75,284.95
284.55,283.85,279.15,284.75
283.05,283.05,278.15,284.45
283.55,282.25,278.05,282.05
282.25,281.95,278.45,281.15
282.05,283.05,279.35,280.95
284.35,284.15,279.45,281.05
287.05,286.05,280.35,282.05
290.05,288.15,281.05,284.05
292.35,290.35,282.75,285.65
297.55,291.75,284.35,287.35
299.25,293.55,285.95,289.35
297.35,295.35,287.45,291.55
298.35,296.25,288.85,294.15
297.75,296.35,290.05,296.65
297.15,296.45,291.15,298.45
296.15,296.15,291.65,299.45
294.25,295.15,291.25,298.55
292.25,294.05,289.85,297.95
291.05,292.25,288.45,296.45
290.05,292.05,287.85,295.75
289.15,289.15,287.15,294.95
288.05,287.45,286.45,294.35
286.55,286.95,285.25,293.05
284.95,287.35,284.25,288.05
283.45,287.15,281.75,290.75
280.15,286.55,280.15,288.75
278.95,285.55,279.45,290.35
280.15,285.25,278.65,289.65
278.95,284.85,278.35,287.15
280.25,286.05,277.65,285.15
283.25,287.75,281.45,287.55
283.95,289.55,284.35,289.35
284.75,291.75,286.95,290.55
286.15,293.85,290.45,291.85
286.25,295.25,293.25,292.95
287.45,296.75,295.45,293.55
288.55,298.05,297.15,294.85
289.35,298.05,297.95,295.55
289.35,298.15,298.45,295.95
289.35,297.95,298.65,295.95
288.45,296.95,298.05,295.85
287.55,295.85,296.85,294.15
287.75,294.65,295.55,292.05
287.25,294.55,294.45,290.25
286.35,294.55,294.35,289.15
285.35,292.65,293.45,287.75
284.15,289.45,291.65,286.35
282.75,288.35,288.55,285.45
281.15,288.65,286.45,283.95
280.05,287.75,285.15,283.55
280.95,287.65,283.95,283.15
280.05,286.55,283.15,282.95
279.55,286.25,282.75,281.25
281.25,287.85,282.45,280.45
283.85,290.65,284.05,283.35
286.15,292.65,286.95,286.35
287.35,293.15,289.55,287.35
288.85,294.75,291.25,288.85
290.25,295.05,292.45,289.95
291.25,295.25,293.95,291.75
292.65,293.25,295.05,293.15
292.65,292.85,296.35,293.75
291.55,291.55,296.45,294.75
291.05,291.15,297.05,294.55
289.55,290.85,297.85,294.55
287.25,290.45,296.65,294.55
285.75,289.55,293.75,293.55
284.75,288.65,291.95,292.65
284.15,287.95,292.05,292.55
284.15,286.95,290.95,291.35
283.95,286.65,290.75,290.05
283.85,286.55,289.75,288.65
282.95,286.15,289.25,287.15
282.55,286.65,288.05,286.45
282.35,286.45,287.25,286.15
281.85,285.75,286.45,285.85
281.65,285.25,286.05,285.85
283.25,285.75,285.45,286.05
286.45,287.35,285.85,286.75
288.25,288.55,286.55,288.55
290.85,290.25,287.15,288.75
292.25,290.75,288.45,288.95
293.35,292.55,289.55,289.35
293.95,293.25,290.25,290.25
294.75,293.95,291.85,290.35
295.15,295.35,293.35,290.85
295.05,294.55,293.95,291.15
295.35,294.05,294.05,291.45
292.85,292.95,292.85,291.15
288.55,291.35,291.65,290.55
286.75,290.75,291.05,289.55
284.25,288.35,290.55,288.95
283.15,286.85,290.15,288.25
282.65,286.95,289.65,288.05
282.25,287.15,289.05,287.35
282.15,286.85,288.45,287.05
281.85,286.85,288.25,286.85
281.95,286.95,287.45,286.85
281.75,286.65,287.15,286.75
281.65,286.15,286.05,286.65
281.75,284.55,284.45,286.05
282.35,284.25,282.25,285.95
283.15,284.45,284.05,286.65
283.75,284.65,287.15,287.75
285.25,284.55,288.55,288.55
286.55,285.35,290.45,289.65
287.75,285.65,292.15,290.35
288.95,287.75,293.55,291.05
289.15,288.85,295.15,291.35
290.25,289.95,296.95,291.45
290.25,290.35,298.15,292.35
289.85,289.85,298.35,292.25
288.75,289.65,297.45,292.35
287.15,289.05,296.75,291.65
286.25,289.05,295.45,289.95
285.25,289.05,294.15,289.65
286.25,288.85,292.45,289.55
285.55,288.55,291.65,286.55
284.65,288.15,290.65,286.05
283.05,287.95,289.85,285.45
282.05,287.55,289.15,285.15
281.55,287.45,290.45,284.85
280.75,287.25,289.55,284.55
279.85,286.35,287.95,284.05
279.45,285.75,286.85,283.75
281.05,286.55,287.25,283.55
282.35,287.75,287.55,284.65
282.95,288.95,288.35,285.95
284.05,290.25,289.85,287.55
284.75,292.05,291.25,287.75
285.85,293.45,293.35,289.25
286.65,293.35,293.95,289.55
287.45,294.05,294.25,291.15
288.15,294.15,294.35,291.85
288.65,293.55,294.15,292.45
288.05,292.85,294.25,292.95
287.25,291.85,294.15,292.55
285.45,290.05,293.65,291.75
284.05,288.85,292.55,290.65
284.55,288.35,290.95,290.35
284.75,287.85,291.25,289.75
284.25,287.75,290.75,289.45
283.15,287.55,289.55,289.15
281.55,287.25,289.45,288.25
281.55,287.05,288.75,287.75
280.55,286.85,288.45,287.65
280.45,286.65,288.05,286.25
280.35,285.85,288.35,283.85
280.35,286.65,288.75,282.35
280.45,287.25,287.35,282.05
279.75,287.05,289.05,283.35
279.35,287.45,290.15,283.85
276.65,287.75,290.65,284.95
277.85,287.65,291.15,286.25
279.55,287.45,291.75,286.75
280.35,287.45,292.55,286.45
281.05,286.75,293.05,287.05
280.65,287.15,293.55,287.95
280.45,287.55,294.25,287.85
279.85,288.05,294.45,287.95
279.05,287.05,294.45,287.65
278.05,285.75,291.65,287.45
277.55,285.05,289.45,287.35
277.35,284.85,288.25,287.25
277.35,283.85,287.55,286.95
277.25,282.05,286.75,286.75
276.95,282.15,285.85,286.45
276.65,283.05,284.55,286.15
276.15,283.05,282.55,285.75
275.45,282.45,281.45,284.85
275.05,281.25,280.85,284.25
274.05,280.65,280.35,284.35
274.05,280.55,279.65,284.15
275.75,282.35,279.85,283.65
278.15,284.65,282.75,284.05
280.85,287.85,285.85,285.55
283.05,289.45,289.05,287.95
284.95,291.15,291.85,290.45
286.05,292.95,293.05,292.95
287.45,294.05,293.65,295.35
287.95,294.85,294.15,297.35
288.45,296.05,294.85,298.75
288.45,295.65,295.25,299.35
287.85,295.55,294.95,299.55
286.75,293.15,294.25,299.35
285.75,292.55,293.35,298.05
284.95,291.95,292.15,295.85
284.15,290.65,291.55,295.25
283.55,288.85,290.95,294.15
282.45,285.85,290.65,293.65
281.75,284.05,290.35,293.55
281.25,283.35,289.65,291.65
279.65,283.25,289.45,287.95
278.75,282.25,288.65,286.25
278.35,281.45,287.45,285.55
277.65,281.05,285.95,283.75
277.35,281.35,283.65,282.85
278.85,284.85,284.15,283.05
281.35,288.85,285.75,284.85
282.85,291.85,288.65,287.45
284.95,294.85,291.55,289.85
286.75,295.55,294.05,292.45
288.25,297.25,295.95,295.45
288.95,295.95,297.85,298.55
290.15,296.95,299.65,301.35
290.45,295.65,298.85,302.95
290.75,297.25,297.65,303.35
290.35,296.55,298.45,303.35
289.65,295.55,298.45,302.05
289.05,294.45,297.35,300.65
288.45,292.65,295.75,298.95
287.75,291.95,294.25,296.85
287.05,287.35,293.05,295.35
286.35,285.45,288.85,294.15
285.55,284.35,286.75,293.35
284.35,283.35,285.15,291.45
283.35,282.25,286.75,291.05
282.95,281.55,286.45,290.45
281.25,280.75,283.65,289.05
281.05,280.55,282.25,286.45
281.25,280.05,281.65,290.65
282.35,281.95,281.35,290.35
283.25,288.05,285.75,291.25
284.75,292.25,288.95,292.25
286.55,295.15,291.55,292.55
287.45,297.05,294.55,293.25
287.15,297.75,296.25,294.35
287.05,299.05,297.05,295.05
287.35,299.15,297.95,296.45
287.65,299.15,297.95,296.95
287.85,299.15,298.35,297.55
287.45,298.35,298.15,297.85
287.35,297.35,297.95,297.45
287.05,296.25,296.85,296.95
286.85,294.55,295.95,295.55
286.65,294.05,295.55,294.05
286.95,292.85,295.05,291.15
286.85,292.55,294.45,290.35
285.65,292.15,293.65,287.95
284.75,290.85,292.95,289.45
284.15,288.75,291.55,286.25
283.25,286.25,289.55,284.55
282.85,285.65,287.05,286.35
282.45,286.25,286.15,285.45
282.55,285.45,285.75,283.35
282.55,286.75,286.55,282.45
282.65,289.55,287.35,285.95
283.25,291.65,288.45,288.35
284.65,293.15,291.75,290.35
285.85,294.25,292.85,291.25
287.85,295.65,293.65,291.45
286.15,296.35,294.55,292.15
288.35,296.45,297.35,293.15
288.45,297.45,299.75,294.55
290.25,296.15,300.35,294.35
288.45,296.35,301.65,294.35
288.65,296.15,300.95,293.55
286.55,295.65,299.95,293.05
285.05,294.35,298.45,292.35
283.65,294.55,296.95,291.55
282.65,293.85,293.95,290.95
282.05,293.05,289.75,289.75
281.45,292.25,289.45,288.35
281.15,291.35,288.35,286.05
281.45,290.65,286.15,284.45
281.05,289.85,284.65,283.95
280.45,289.65,283.65,281.65
279.85,289.15,282.85,280.25
279.45,287.55,282.05,280.75
281.15,289.85,282.05,279.95
284.25,290.65,286.35,284.55
287.85,291.05,291.35,286.05
291.25,291.35,292.75,288.45
292.85,291.85,294.55,290.25
293.85,292.55,295.85,292.05
296.15,294.55,297.05,294.15
297.15,295.55,298.05,295.45
297.25,296.75,298.75,296.15
296.45,296.85,299.15,296.85
294.65,296.85,299.15,297.05
293.55,296.45,298.65,297.35
291.95,295.75,297.75,297.25
291.25,294.35,296.65,297.05
288.95,292.05,295.65,296.65
288.05,290.35,294.65,295.95
286.95,290.35,293.95,295.25
287.25,291.65,292.75,294.45
285.35,289.55,289.75,294.05
284.45,288.65,287.25,293.25
281.75,288.15,286.35,292.55
280.35,287.75,285.05,291.95
279.15,287.65,284.25,291.15
279.55,287.35,283.35,290.05
282.85,288.75,283.45,289.55
288.25,290.55,288.35,290.25
289.55,292.35,291.25,291.55
290.95,293.75,294.55,293.05
292.15,295.35,296.55,294.25
293.25,297.15,298.55,296.15
293.65,298.05,300.55,297.45
294.85,299.35,302.65,299.15
295.35,298.75,303.95,299.85
295.85,297.35,305.05,300.55
295.75,296.35,304.35,301.05
295.15,294.55,303.95,300.25
293.65,293.35,303.05,299.25
288.35,291.45,301.85,298.65
285.25,289.75,300.75,294.25
283.45,286.65,300.05,291.45
282.55,285.95,299.25,290.35
282.05,285.55,298.35,289.45
281.25,285.25,297.15,288.55
280.45,285.05,296.05,287.75
280.05,284.85,294.05,288.05
279.55,284.65,293.55,287.85
279.25,284.85,290.05,287.15
279.75,284.95,288.55,287.05
282.45,285.05,287.85,287.25
287.55,287.45,290.85,287.65
290.15,290.15,293.45,288.45
291.35,291.85,295.85,288.95
292.85,292.95,298.05,290.05
294.05,293.75,300.15,291.65
295.75,294.65,301.45,292.65
296.45,295.65,302.15,293.65
297.45,296.85,303.25,293.95
296.75,296.75,304.15,295.05
296.85,296.45,303.65,295.05
295.65,292.65,303.25,294.95
293.95,291.65,302.25,294.35
292.65,290.65,301.35,293.15
291.75,289.25,300.35,292.25
290.05,289.05,299.15,290.95
289.35,288.05,298.05,289.75
288.75,286.35,297.25,288.75
288.55,285.15,296.15,286.95
286.75,284.45,295.15,286.05
285.25,284.85,294.45,285.15
283.75,284.65,293.95,285.15
282.45,283.85,293.45,284.95
282.55,283.65,291.65,285.15
285.85,285.15,290.35,285.75
288.95,288.05,291.95,287.15
291.75,290.05,293.75,288.65
292.35,292.95,295.15,289.65
293.75,294.25,296.05,288.45
294.95,296.45,298.25,288.45
296.25,296.55,299.15,289.15
296.55,296.65,299.65,289.95
296.95,296.65,299.65,290.15
297.05,297.75,299.85,290.75
296.15,297.45,300.65,291.35
294.95,294.95,300.15,290.35
293.45,293.65,294.65,291.35
292.45,292.35,294.65,290.95
291.55,292.05,293.45,290.15
290.85,291.55,292.65,289.35
290.15,290.25,291.15,288.25
289.65,289.25,290.45,286.65
288.65,288.25,290.15,285.95
287.65,287.25,290.45,285.35
287.15,285.55,290.15,285.55
286.55,285.15,290.25,284.65
285.05,284.55,290.15,284.45
285.75,284.95,289.85,284.05
286.95,286.35,290.35,284.45
288.15,288.65,290.65,287.35
289.45,291.35,291.95,289.85
289.25,293.45,292.95,292.05
290.25,295.35,294.75,294.55
290.15,296.95,295.25,295.35
291.25,297.65,294.25,296.55
290.55,298.55,296.05,297.55
290.95,299.15,296.55,298.25
293.05,298.95,297.35,298.75
293.85,298.35,297.65,298.25
293.65,296.65,297.75,297.85
292.25,295.25,297.35,296.05
288.35,294.35,296.15,294.25
292.45,293.55,294.55,292.95
290.95,292.65,294.35,291.25
288.65,291.95,293.55,289.95
284.75,289.25,292.75,288.75
285.95,286.75,291.65,287.35
288.25,285.95,290.85,287.45
288.05,286.55,289.75,286.85
287.15,285.95,288.45,285.45
285.75,285.15,287.75,284.95
283.85,284.85,287.75,285.45
290.35,286.45,287.05,285.15
293.75,289.15,289.25,286.65
295.35,291.75,291.45,287.85
296.45,293.55,292.95,289.15
297.65,295.05,294.35,290.65
298.65,296.75,295.65,292.75
299.85,297.75,297.25,293.85
300.75,299.35,298.35,295.25
302.05,299.55,298.95,296.75
301.85,299.75,299.75,298.25
301.65,298.85,299.55,298.25
301.05,297.55,299.35,297.35
298.55,296.45,298.75,296.25
293.05,295.35,297.75,296.05
289.35,294.55,297.15,294.15
287.45,293.65,296.85,292.85
286.55,293.45,296.35,292.15
285.05,293.05,295.75,290.45
290.15,291.75,294.85,289.95
289.55,289.65,294.65,289.35
287.45,286.95,293.65,288.55
284.95,285.95,292.25,287.65
282.45,285.95,291.65,286.75
282.05,285.75,290.05,285.95
286.45,287.85,289.85,286.75
292.05,290.15,291.75,290.05
293.95,292.95,293.35,291.65
295.75,294.85,294.55,294.25
297.55,296.65,296.35,297.05
298.55,298.25,297.75,299.15
300.15,299.15,299.55,300.25
300.55,300.05,300.75,301.35
301.65,300.75,301.45,302.05
302.15,300.65,302.05,303.15
302.25,299.85,302.45,303.55
301.35,298.85,302.35,302.25
297.95,297.55,301.85,299.95
294.85,296.85,300.85,298.25
293.85,295.95,300.05,297.15
294.05,295.35,297.95,295.65
293.85,294.55,296.85,294.65
289.25,294.05,295.55,293.85
287.25,290.85,294.55,292.65
284.95,292.25,293.75,292.45
283.65,289.85,292.95,291.95
282.55,288.25,291.65,291.25
281.35,287.75,291.75,290.15
280.95,287.55,291.05,289.45
284.55,288.95,291.05,289.05
288.75,291.45,291.45,291.45
290.75,293.65,292.45,292.95
293.05,294.95,294.35,294.35
294.55,296.85,295.95,295.65
294.85,298.25,297.95,297.65
296.45,298.35,298.35,297.15
296.85,299.05,294.55,299.15
297.05,298.75,292.15,300.45
296.55,298.75,290.65,301.15
295.55,297.15,290.05,300.95
294.45,289.45,287.65,301.05
293.15,293.75,287.95,299.45
292.45,290.75,287.75,298.25
291.55,289.65,287.55,297.35
291.05,288.55,287.85,300.15
290.75,287.75,287.75,299.45
290.25,287.45,288.05,298.45
289.75,286.75,287.45,297.45
288.85,286.15,287.75,296.65
288.55,285.95,287.65,295.65
289.05,286.15,287.65,294.85
288.75,286.65,287.25,293.55
287.15,286.35,286.75,292.15
287.55,286.25,286.65,290.15
289.55,286.95,287.85,289.65
291.05,288.55,289.65,287.35
292.55,290.25,291.45,288.65
294.35,292.05,292.75,286.45
295.85,293.45,293.85,286.55
296.65,294.75,295.55,285.55
297.15,295.75,295.75,285.35
297.25,294.05,297.05,284.85
297.35,294.45,297.15,284.45
296.75,293.05,297.15,284.65
296.05,289.05,296.85,284.85
294.35,288.95,295.85,285.45
293.35,286.25,295.35,285.65
292.35,285.95,294.55,286.55
291.65,284.75,293.75,286.95
291.05,283.35,294.15,286.95
290.15,282.95,292.95,284.45
289.75,284.65,291.85,283.55
288.45,282.85,291.35,282.65
287.55,281.65,290.15,282.25
286.75,281.05,289.45,282.45
286.75,281.45,288.65,284.55
286.55,282.05,291.95,286.05
287.35,283.65,291.65,287.25
289.05,285.95,291.35,288.95
290.65,288.95,291.95,290.95
291.65,292.35,292.75,292.45
292.65,295.55,293.55,294.35
293.45,296.15,294.25,295.65
295.05,295.25,295.05,296.75
295.45,294.05,295.65,297.65
295.65,294.85,296.25,298.65
295.75,295.15,295.65,298.85
294.85,294.65,295.55,299.25
294.05,292.35,295.05,299.25
293.05,290.75,294.45,298.75
292.05,289.05,293.35,297.65
291.65,287.75,292.25,296.65
291.35,286.55,291.05,294.95
291.05,285.65,290.85,292.35
290.15,284.85,289.05,288.95
289.45,284.15,286.45,287.35
288.55,283.45,288.85,286.55
288.45,282.65,288.85,286.15
287.45,282.75,288.45,285.15
286.75,283.05,287.85,285.65
286.05,283.45,287.15,283.35
287.35,284.35,286.65,284.25
289.15,285.75,288.35,289.65
290.55,286.95,288.95,292.05
292.25,288.65,290.75,294.05
294.55,289.25,291.75,296.35
295.55,289.95,293.35,298.35
295.65,290.55,294.35,299.65
296.65,290.35,294.85,300.35
296.85,290.85,295.85,300.85
297.25,290.35,296.05,300.75
296.65,290.35,295.75,300.45
295.95,289.65,295.75,300.25
294.75,288.25,295.15,299.85
294.15,284.05,294.45,297.95
293.35,281.35,293.55,297.05
291.65,280.45,292.75,295.45
289.25,280.15,292.35,293.45
288.05,279.45,291.65,293.35
287.35,278.95,291.75,292.25
288.25,279.55,291.45,292.25
287.65,279.85,290.65,291.95
287.25,279.35,289.55,291.75
286.95,278.95,287.15,291.75
286.95,278.55,285.05,291.75
288.75,281.85,286.25,291.35
291.05,285.25,286.85,291.45
293.05,288.05,289.15,291.85
294.95,289.65,292.05,292.75
296.35,291.05,293.95,293.35
297.45,292.15,294.95,294.35
298.85,292.65,296.45,295.05
299.95,293.95,298.15,295.75
300.45,292.45,298.95,296.75
300.25,293.45,299.95,296.75
299.55,293.75,300.65,296.65
298.55,292.65,299.85,296.25
297.25,291.35,298.75,295.65
296.15,290.65,297.65,294.35
295.65,289.65,295.95,293.15
294.05,286.95,294.75,291.95
292.15,287.85,293.75,291.35
290.85,286.95,293.35,293.35
290.25,283.35,292.15,292.15
289.95,282.05,291.75,291.65
289.95,282.55,289.45,291.05
289.55,282.25,289.25,290.35
289.15,282.45,288.45,289.25
289.25,282.25,287.25,288.45
290.55,284.05,286.85,288.15
293.05,286.25,288.55,288.65
295.45,288.35,290.35,289.85
297.25,289.75,291.65,291.05
298.45,291.35,292.65,292.25
299.55,292.75,293.05,293.45
301.45,293.85,294.15,295.25
303.75,293.95,294.05,296.85
304.05,294.95,294.15,297.15
303.65,293.95,294.25,297.75
302.85,293.55,294.15,298.55
301.75,293.05,292.85,298.45
300.05,291.95,292.35,297.95
298.35,291.45,291.45,296.85
297.65,291.05,290.75,295.95
294.85,290.55,290.15,295.15
